date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2022-01-01,26.0,21.0,32.0,0.0,74,8.3,1011.4
2022-01-02,26.8,22.0,32.0,0.0,95,7.1,1012.2
2022-01-03,27.2,23.0,32.0,0.0,81,7.1,1012.7
2022-01-04,28.0,23.0,34.0,0.0,54,11.2,1012.1
2022-01-05,27.0,21.0,32.0,0.0,57,11.0,1010.5
2022-01-06,25.8,21.0,31.0,0.0,68,8.0,1011.1
2022-01-07,26.2,22.0,32.0,0.0,37,7.4,1012.7
2022-01-08,26.3,20.0,33.0,0.0,71,7.6,1014.4
2022-01-09,26.9,20.0,34.0,0.0,63,7.9,1014.5
2022-01-10,27.2,20.0,34.0,0.0,31,8.6,1013.8
2022-01-11,27.6,22.0,34.0,0.0,37,11.8,1014.2
2022-01-12,28.2,24.0,35.0,0.0,15,13.5,1013.8
2022-01-13,27.1,22.0,34.0,0.0,13,10.2,1013.6
2022-01-14,26.1,21.0,32.0,0.0,61,9.0,1013.3
2022-01-15,25.6,22.0,30.0,0.0,344,8.1,1013.4
2022-01-16,25.4,19.0,32.0,0.0,46,7.7,1013.1
2022-01-17,26.8,21.0,34.0,0.0,2,12.4,1012.9
2022-01-18,26.2,21.0,33.0,0.0,10,12.0,1012.7
2022-01-19,26.3,22.0,33.0,0.0,18,11.9,1011.6
2022-01-20,26.1,21.0,33.0,0.0,5,9.4,1011.0
2022-01-21,26.5,21.0,33.0,0.0,359,9.1,1011.5
2022-01-22,26.9,21.0,34.0,0.0,24,8.6,1011.8
2022-01-23,27.0,21.0,35.0,0.0,53,9.7,1010.7
2022-01-24,26.3,21.0,34.0,0.0,8,8.7,1010.6
2022-01-25,25.7,21.0,31.0,0.0,100,7.9,1011.6
2022-01-26,26.1,22.0,32.0,0.0,2,7.9,1012.3
2022-01-27,26.3,19.0,34.0,0.0,61,8.2,1012.9
2022-01-28,26.3,21.0,32.0,0.0,79,8.3,1013.1
2022-01-29,27.8,22.0,34.0,0.0,33,10.5,1013.3
2022-01-30,27.6,24.0,34.0,0.0,13,17.3,1013.9
2022-01-31,26.0,22.0,32.0,0.0,19,11.0,1012.9
2022-02-01,25.2,20.0,31.0,0.0,150,7.4,1011.4
2022-02-02,25.3,21.0,31.0,0.0,97,7.8,1011.0
2022-02-03,25.6,20.0,31.0,0.0,63,7.7,1012.4
2022-02-04,25.9,18.0,33.0,0.0,128,8.9,1013.5
2022-02-05,26.9,21.0,33.0,0.0,51,9.1,1012.9
2022-02-06,27.8,23.0,34.0,0.0,34,12.3,1012.3
2022-02-07,27.8,24.0,33.0,0.0,17,10.3,1012.6
2022-02-08,26.5,20.0,34.0,0.0,16,9.9,1012.6
2022-02-09,27.7,23.0,34.0,0.0,23,13.1,1011.3
2022-02-10,27.4,23.0,33.0,0.0,349,11.4,1011.0
2022-02-11,26.9,22.0,33.0,0.0,63,9.4,1010.3
2022-02-12,27.4,21.0,34.0,0.0,108,7.9,1010.8
2022-02-13,27.6,23.0,33.0,0.0,78,9.2,1011.3
2022-02-14,29.1,26.0,33.0,0.0,20,21.1,1013.0
2022-02-15,28.4,24.0,35.0,0.0,23,19.2,1012.9
2022-02-16,28.1,23.0,35.0,0.0,35,14.7,1012.8
2022-02-17,26.6,19.0,34.0,0.0,68,9.1,1012.1
2022-02-18,26.7,21.0,33.0,0.0,64,7.9,1012.0
2022-02-19,28.5,21.0,38.0,0.0,34,12.1,1011.9
2022-02-20,28.5,23.0,35.0,0.0,60,11.7,1012.4
2022-02-21,28.4,23.0,35.0,0.0,30,12.8,1011.8
2022-02-22,27.7,21.0,35.0,0.0,37,11.0,1012.0
2022-02-23,26.8,20.0,33.0,0.0,93,8.1,1012.1
2022-02-24,26.5,20.0,33.0,0.0,93,9.1,1012.1
2022-02-25,27.5,23.0,33.0,0.0,104,10.6,1012.8
2022-02-26,27.5,23.0,33.0,0.0,58,8.4,1013.5
2022-02-27,28.2,23.0,34.0,0.0,353,11.4,1013.2
2022-02-28,28.2,22.0,35.0,0.0,37,12.3,1012.8
2022-03-01,29.1,26.0,35.0,0.0,13,15.0,1012.3
2022-03-02,28.6,25.0,36.0,0.0,359,14.2,1012.8
2022-03-03,28.5,24.0,35.0,0.0,337,14.4,1012.3
2022-03-04,28.9,23.0,36.0,0.0,2,11.8,1012.7
2022-03-05,28.3,22.0,34.0,0.0,27,11.2,1012.2
2022-03-06,26.5,20.0,32.0,0.0,81,9.1,1012.7
2022-03-07,27.7,22.0,33.0,0.0,154,10.3,1011.7
2022-03-08,27.8,24.0,32.0,0.0,170,10.7,1010.8
2022-03-09,27.2,24.0,32.0,0.0,307,10.1,1011.0
2022-03-10,27.0,23.0,32.0,0.0,271,8.1,1011.6
2022-03-11,26.8,23.0,31.0,0.0,254,8.9,1007.5
2022-03-12,27.4,23.0,32.0,0.0,288,9.1,1011.8
2022-03-13,28.2,20.0,36.0,0.0,40,10.8,1012.4
2022-03-14,29.6,26.0,34.0,0.0,346,11.5,1012.7
2022-03-15,28.3,24.0,33.0,0.0,60,10.8,1012.6
2022-03-16,28.6,24.0,33.0,0.0,320,11.1,1011.5
2022-03-17,27.6,23.0,33.0,0.0,34,9.2,1011.2
2022-03-18,27.9,24.0,32.0,0.0,327,9.9,1011.2
2022-03-19,28.7,24.0,34.0,0.0,103,7.6,1011.0
2022-03-20,29.1,26.0,33.0,0.0,140,8.5,1011.0
2022-03-21,29.0,24.0,34.0,0.0,85,8.8,1010.2
2022-03-22,27.4,22.0,33.0,0.0,205,9.0,1009.7
2022-03-23,27.9,22.0,33.0,0.0,284,11.6,1010.0
2022-03-24,28.3,25.0,33.0,0.0,145,8.1,1010.0
2022-03-25,28.5,23.0,35.0,0.0,29,11.4,1010.7
2022-03-26,29.2,25.0,36.0,0.0,4,14.0,1010.7
2022-03-27,28.6,24.0,34.0,0.0,42,13.0,1011.0
2022-03-28,28.4,23.0,35.0,0.0,24,10.3,1011.7
2022-03-29,28.4,25.0,33.0,0.0,166,8.0,1011.3
2022-03-30,26.1,23.0,30.0,0.0,310,8.0,1010.4
2022-03-31,27.0,22.0,32.0,0.0,167,7.9,1009.5
2022-04-01,27.3,21.0,33.0,0.0,123,8.1,1010.6
2022-04-02,28.8,26.0,33.0,0.0,188,8.8,1010.7
2022-04-03,28.6,26.0,32.0,0.0,227,10.2,1009.8
2022-04-04,27.5,25.0,33.0,0.0,209,8.1,1009.5
2022-04-05,28.0,23.0,33.0,0.0,111,7.7,1009.6
2022-04-06,28.3,23.0,34.0,0.0,100,7.6,1009.4
2022-04-07,28.8,23.0,34.0,0.0,168,7.9,1009.6
2022-04-08,28.6,24.0,34.0,0.0,129,7.6,1010.9
2022-04-09,30.3,24.0,38.0,0.0,11,14.5,1011.0
2022-04-10,29.7,26.0,35.0,0.0,32,12.4,1010.3
2022-04-11,28.8,23.0,35.0,0.0,38,8.7,1010.0
2022-04-12,28.4,23.0,34.0,0.0,131,8.1,1009.8
2022-04-13,27.9,23.0,33.0,0.0,105,8.7,1009.3
2022-04-14,28.4,23.0,33.0,0.0,231,9.0,1009.1
2022-04-15,29.2,26.0,33.0,0.0,161,9.5,1009.3
2022-04-16,28.9,27.0,34.0,0.0,125,8.3,1009.6
2022-04-17,28.3,24.0,32.0,0.0,264,9.5,1009.5
2022-04-18,27.8,24.0,32.0,0.0,156,8.7,1010.4
2022-04-19,27.9,22.0,35.0,0.0,107,6.9,1011.4
2022-04-20,28.4,24.0,33.0,0.0,306,8.3,1012.0
2022-04-21,27.8,24.0,32.0,0.0,99,8.6,1012.7
2022-04-22,27.8,23.0,33.0,0.0,74,8.9,1012.2
2022-04-23,28.3,24.0,33.0,0.0,56,9.7,1010.5
2022-04-24,28.0,25.0,32.0,0.0,152,8.1,1009.8
2022-04-25,28.3,23.0,33.0,0.0,298,9.2,1010.0
2022-04-26,28.8,24.0,33.0,0.0,136,9.2,1010.4
2022-04-27,29.3,25.0,34.0,0.0,49,9.9,1009.9
2022-04-28,28.2,25.0,33.0,0.0,67,9.2,1009.6
2022-04-29,28.3,25.0,33.0,0.0,308,7.7,1009.1
2022-04-30,28.0,25.0,32.0,0.0,170,7.9,1009.5
2022-05-01,29.1,26.0,33.0,0.0,259,8.5,1009.9
2022-05-02,28.8,26.0,34.0,0.0,214,8.2,1010.1
2022-05-03,30.0,26.0,35.0,0.0,79,10.7,1009.8
2022-05-04,27.9,23.0,33.0,0.0,241,9.3,1010.5
2022-05-05,27.2,22.0,33.0,0.0,97,6.8,1011.8
2022-05-06,26.3,24.0,30.0,0.0,60,6.4,1012.5
2022-05-07,27.6,24.0,32.0,0.0,134,7.2,1011.2
2022-05-08,28.3,24.0,33.0,0.0,125,6.8,1010.3
2022-05-09,28.5,24.0,32.0,0.0,299,7.8,1010.3
2022-05-10,28.1,25.0,32.0,0.0,204,7.6,1010.5
2022-05-11,28.4,23.0,35.0,0.0,20,8.0,1009.7
2022-05-12,28.3,23.0,33.0,0.0,51,8.0,1009.2
2022-05-13,28.3,23.0,35.0,0.0,39,9.7,1009.6
2022-05-14,28.6,23.0,34.0,0.0,327,9.2,1010.1
2022-05-15,28.6,23.0,33.0,0.0,312,7.9,1010.1
2022-05-16,27.8,23.0,33.0,0.0,117,7.5,1011.4
2022-05-17,28.4,24.0,34.0,0.0,81,6.7,1012.8
2022-05-18,28.2,25.0,32.0,0.0,150,6.2,1013.3
2022-05-19,26.3,24.0,30.0,0.0,78,6.9,1011.7
2022-05-20,26.1,23.0,30.0,0.0,109,6.5,1011.9
2022-05-21,27.1,25.0,30.0,0.0,99,6.8,1013.2
2022-05-22,27.0,24.0,30.0,0.0,89,6.7,1013.5
2022-05-23,26.8,24.0,31.0,0.0,84,7.1,1011.0
2022-05-24,26.8,23.0,31.0,25.2,104,6.2,1009.6
2022-05-25,27.0,24.0,31.0,27.7,78,7.8,1010.6
2022-05-26,26.8,23.0,31.0,0.0,111,9.9,1011.5
2022-05-27,27.2,24.0,31.0,0.0,307,8.3,1011.5
2022-05-28,27.2,23.0,32.0,6.1,66,8.9,1010.0
2022-05-29,26.5,23.0,31.0,9.2,105,7.4,1009.5
2022-05-30,26.5,24.0,30.0,12.3,98,5.8,1009.9
2022-05-31,27.3,24.0,31.0,3.2,134,6.5,1010.0
2022-06-01,27.2,24.0,30.0,4.4,263,11.2,1009.5
2022-06-02,27.1,23.0,31.0,2.0,264,13.5,1009.7
2022-06-03,25.3,23.0,28.0,22.5,86,4.7,1010.0
2022-06-04,26.8,23.0,30.0,5.4,98,7.1,1009.9
2022-06-05,24.9,24.0,26.0,40.9,78,8.3,1010.3
2022-06-06,24.5,23.0,27.0,36.7,75,6.5,1010.8
2022-06-07,25.8,23.0,30.0,4.6,294,6.8,1011.3
2022-06-08,26.2,24.0,30.0,3.5,94,7.7,1011.0
2022-06-09,26.0,21.0,31.0,22.0,81,7.6,1011.4
2022-06-10,26.1,22.0,31.0,23.2,27,8.1,1011.3
2022-06-11,26.3,23.0,31.0,30.9,272,6.9,1010.5
2022-06-12,26.3,23.0,32.0,20.2,16,6.5,1011.0
2022-06-13,26.0,24.0,29.0,28.5,63,7.3,1010.4
2022-06-14,24.4,23.0,26.0,60.1,76,10.2,1010.5
2022-06-15,25.1,22.0,30.0,23.0,96,6.6,1010.3
2022-06-16,24.5,22.0,27.0,18.4,54,6.1,1011.7
2022-06-17,26.2,23.0,31.0,14.5,82,9.2,1010.2
2022-06-18,24.5,24.0,26.0,5.5,83,9.1,1010.7
2022-06-19,26.0,22.0,30.0,5.4,91,6.2,1010.7
2022-06-20,26.1,23.0,29.0,16.7,101,5.5,1011.8
2022-06-21,25.3,23.0,30.0,14.1,67,5.7,1012.8
2022-06-22,25.0,22.0,30.0,5.0,222,8.7,1010.6
2022-06-23,26.4,22.0,31.0,0.1,214,7.2,1010.2
2022-06-24,26.3,22.0,31.0,12.6,144,8.0,1011.3
2022-06-25,26.6,22.0,32.0,25.7,54,6.5,1012.0
2022-06-26,25.7,24.0,30.0,9.3,159,5.9,1013.1
2022-06-27,26.7,22.0,32.0,5.5,99,6.3,1013.2
2022-06-28,27.0,24.0,31.0,3.9,239,9.4,1013.5
2022-06-29,27.4,23.0,31.0,1.3,251,7.4,1013.2
2022-06-30,28.0,24.0,33.0,0.0,38,7.1,1012.3
2022-07-01,28.1,23.0,34.0,0.0,28,8.0,1010.2
2022-07-02,27.0,23.0,33.0,22.6,36,6.7,1008.6
2022-07-03,26.7,24.0,30.0,21.9,102,8.0,1011.8
2022-07-04,27.2,23.0,31.0,8.3,293,8.6,1012.0
2022-07-05,27.9,25.0,33.0,16.7,29,8.8,1010.8
2022-07-06,27.6,24.0,32.0,24.4,74,7.1,1011.2
2022-07-07,27.9,25.0,31.0,5.4,304,8.4,1010.9
2022-07-08,29.0,25.0,34.0,10.7,27,9.1,1011.4
2022-07-09,28.1,23.0,32.0,1.6,93,7.4,1012.8
2022-07-10,27.7,23.0,32.0,14.1,2,7.4,1012.3
2022-07-11,26.2,23.0,31.0,9.1,334,10.7,1011.5
2022-07-12,26.9,23.0,32.0,3.3,117,6.7,1011.0
2022-07-13,26.5,23.0,32.0,30.1,93,6.1,1011.8
2022-07-14,27.3,24.0,32.0,9.1,99,6.5,1012.5
2022-07-15,27.6,24.0,32.0,0.2,101,5.9,1012.5
2022-07-16,27.6,24.0,32.0,0.0,75,8.6,1011.8
2022-07-17,28.1,24.0,32.0,0.0,94,7.2,1010.6
2022-07-18,28.0,23.0,32.0,1.1,324,7.6,1011.2
2022-07-19,28.3,24.0,34.0,8.6,75,6.6,1011.1
2022-07-20,28.7,25.0,34.0,0.0,25,9.4,1010.7
2022-07-21,28.0,24.0,32.0,2.0,295,8.6,1010.9
2022-07-22,26.2,24.0,31.0,7.6,75,7.6,1011.4
2022-07-23,26.5,23.0,31.0,41.3,57,6.6,1011.5
2022-07-24,27.4,24.0,31.0,4.5,122,6.1,1011.6
2022-07-25,27.0,22.0,32.0,3.7,132,7.7,1011.8
2022-07-26,26.3,22.0,31.0,2.2,105,7.3,1012.6
2022-07-27,26.9,23.0,31.0,21.2,64,7.6,1012.8
2022-07-28,26.8,24.0,32.0,7.2,82,5.0,1012.2
2022-07-29,27.7,24.0,32.0,4.8,106,6.5,1011.3
2022-07-30,27.9,23.0,32.0,0.9,42,8.5,1011.9
2022-07-31,26.8,23.0,31.0,3.2,314,7.5,1012.0
2022-08-01,28.3,24.0,33.0,8.7,85,8.4,1011.3
2022-08-02,27.8,23.0,34.0,3.1,32,10.2,1010.9
2022-08-03,27.3,22.0,33.0,0.0,91,9.4,1010.7
2022-08-04,27.0,23.0,32.0,0.0,45,8.0,1011.5
2022-08-05,26.4,23.0,32.0,13.5,112,7.1,1010.8
2022-08-06,27.4,23.0,32.0,13.1,82,8.2,1010.3
2022-08-07,27.0,23.0,33.0,11.5,41,10.4,1010.5
2022-08-08,26.9,23.0,32.0,12.3,62,7.3,1010.8
2022-08-09,27.0,23.0,31.0,6.8,214,7.8,1011.3
2022-08-10,27.5,23.0,32.0,7.1,47,11.8,1012.2
2022-08-11,26.3,23.0,32.0,10.1,72,8.2,1012.5
2022-08-12,27.2,22.0,31.0,11.1,67,7.7,1013.2
2022-08-13,27.2,24.0,31.0,10.0,282,9.6,1013.1
2022-08-14,26.8,23.0,30.0,24.7,246,5.9,1012.3
2022-08-15,26.5,23.0,31.0,26.6,103,8.9,1011.5
2022-08-16,26.5,22.0,32.0,4.8,81,7.6,1011.3
2022-08-17,26.8,24.0,30.0,2.2,357,6.5,1012.2
2022-08-18,26.5,24.0,31.0,1.1,1,5.5,1011.0
2022-08-19,27.4,23.0,32.0,0.0,91,6.5,1010.4
2022-08-20,27.9,22.0,33.0,3.7,57,9.5,1011.8
2022-08-21,26.8,22.0,33.0,1.8,349,10.1,1011.5
2022-08-22,27.5,23.0,32.0,0.6,105,7.7,1010.8
2022-08-23,26.3,22.0,30.0,33.2,122,6.3,1010.5
2022-08-24,25.1,23.0,30.0,9.5,50,7.8,1011.5
2022-08-25,26.0,22.0,30.0,3.5,81,7.2,1012.6
2022-08-26,27.2,23.0,31.0,11.2,328,8.5,1012.2
2022-08-27,27.6,24.0,33.0,10.3,35,7.0,1010.9
2022-08-28,25.7,22.0,29.0,0.9,48,5.9,1010.9
2022-08-29,26.9,23.0,31.0,12.4,99,7.5,1011.3
2022-08-30,26.7,24.0,31.0,2.1,91,5.8,1011.7
2022-08-31,26.3,24.0,30.0,15.1,149,6.1,1010.9
2022-09-01,26.4,23.0,30.0,16.3,98,6.2,1010.0
2022-09-02,26.6,24.0,31.0,21.3,95,7.9,1010.2
2022-09-03,26.1,23.0,31.0,8.1,64,5.4,1010.5
2022-09-04,27.2,22.0,32.0,1.1,95,7.5,1010.5
2022-09-05,27.3,22.0,33.0,12.3,75,6.3,1011.7
2022-09-06,27.1,24.0,32.0,19.2,64,10.0,1013.5
2022-09-07,27.3,24.0,31.0,12.2,269,7.6,1011.3
2022-09-08,26.5,23.0,30.0,3.9,80,7.5,1010.4
2022-09-09,27.3,24.0,31.0,9.2,74,6.3,1009.6
2022-09-10,25.0,24.0,27.0,15.3,72,6.8,1012.4
2022-09-11,26.7,23.0,31.0,4.1,54,8.1,1013.6
2022-09-12,26.4,22.0,32.0,9.0,93,6.4,1011.8
2022-09-13,26.3,23.0,30.0,15.9,85,8.1,1010.7
2022-09-14,25.9,22.0,30.0,29.9,79,6.9,1010.7
2022-09-15,27.0,24.0,31.0,21.6,85,7.3,1011.2
2022-09-16,26.5,22.0,32.0,18.3,91,8.4,1011.9
2022-09-17,26.5,22.0,30.0,9.8,281,7.2,1011.0
2022-09-18,26.9,24.0,31.0,11.3,91,6.7,1010.8
2022-09-19,25.6,24.0,30.0,14.3,47,7.1,1010.6
2022-09-20,26.0,24.0,31.0,37.6,69,8.1,1010.8
2022-09-21,25.6,24.0,30.0,40.9,107,6.4,1010.0
2022-09-22,24.4,23.0,26.0,42.7,69,8.5,1010.5
2022-09-23,25.8,24.0,29.0,8.8,59,6.7,1011.6
2022-09-24,26.5,23.0,31.0,16.5,239,8.0,1010.8
2022-09-25,26.6,23.0,30.0,12.8,262,9.0,1008.8
2022-09-26,26.0,23.0,30.0,7.3,124,6.9,1009.4
2022-09-27,26.7,24.0,30.0,1.4,20,7.4,1011.0
2022-09-28,27.0,24.0,31.0,17.8,203,6.5,1010.0
2022-09-29,26.5,25.0,30.0,2.4,334,5.6,1010.4
2022-09-30,26.2,24.0,31.0,14.9,37,6.0,1009.2
2022-10-01,26.0,23.0,31.0,9.9,44,7.0,1010.6
2022-10-02,26.3,23.0,31.0,17.3,86,6.9,1012.4
2022-10-03,26.7,23.0,31.0,4.1,298,7.6,1012.4
2022-10-04,27.3,24.0,31.0,1.7,261,7.7,1011.1
2022-10-05,27.5,24.0,33.0,0.6,304,6.2,1011.1
2022-10-06,27.9,23.0,33.0,11.6,51,7.1,1011.0
2022-10-07,27.8,24.0,33.0,3.4,5,8.7,1011.0
2022-10-08,28.5,24.0,34.0,0.4,343,9.9,1009.2
2022-10-09,27.3,24.0,30.0,37.6,328,11.2,1005.3
2022-10-10,24.7,23.0,26.0,112.1,116,13.0,1009.6
2022-10-11,26.3,23.0,31.0,8.3,11,6.3,1012.9
2022-10-12,26.6,23.0,31.0,3.2,279,7.1,1012.0
2022-10-13,26.8,24.0,30.0,8.2,99,6.3,1010.9
2022-10-14,26.7,23.0,31.0,2.8,70,6.3,1010.3
2022-10-15,27.3,23.0,31.0,13.2,99,6.9,1010.8
2022-10-16,26.5,23.0,31.0,18.7,74,6.8,1010.8
2022-10-17,25.9,23.0,31.0,5.8,75,6.2,1011.1
2022-10-18,26.3,23.0,31.0,1.3,328,7.0,1011.5
2022-10-19,27.3,23.0,31.0,11.0,219,8.1,1012.0
2022-10-20,26.8,24.0,33.0,11.0,44,7.7,1011.4
2022-10-21,27.3,24.0,33.0,9.1,352,6.6,1011.2
2022-10-22,27.2,24.0,32.0,28.4,40,8.8,1011.0
2022-10-23,27.4,23.0,32.0,8.4,318,5.9,1010.9
2022-10-24,26.9,23.0,32.0,2.3,69,6.0,1011.9
2022-10-25,26.5,23.0,31.0,0.3,178,7.2,1011.9
2022-10-26,27.5,25.0,31.0,2.0,271,7.8,1010.8
2022-10-27,27.5,24.0,33.0,0.4,74,6.2,1010.7
2022-10-28,27.1,23.0,33.0,0.0,45,6.3,1006.4
2022-10-29,27.0,24.0,31.0,0.4,329,7.9,1012.3
2022-10-30,27.1,23.0,32.0,2.1,281,6.6,1010.7
2022-10-31,27.1,24.0,33.0,0.3,15,6.7,1010.2
2022-11-01,27.3,24.0,32.0,0.1,5,7.0,1011.0
2022-11-02,26.9,22.0,32.0,0.4,289,6.8,1012.0
2022-11-03,27.4,24.0,31.0,8.1,204,6.9,1011.8
2022-11-04,26.3,22.0,31.0,1.9,99,7.0,1011.3
2022-11-05,26.5,24.0,31.0,3.0,242,7.3,1010.3
2022-11-06,26.9,24.0,31.0,3.0,214,5.7,1010.0
2022-11-07,26.6,24.0,31.0,0.5,76,6.3,1011.5
2022-11-08,26.4,23.0,32.0,3.2,53,6.6,1012.3
2022-11-09,26.8,23.0,32.0,10.2,33,7.2,1011.5
2022-11-10,25.5,21.0,30.0,0.8,92,7.0,1009.5
2022-11-11,26.0,22.0,30.0,4.8,60,7.6,1011.7
2022-11-12,26.4,23.0,31.0,0.3,72,6.5,1012.3
2022-11-13,26.6,23.0,30.0,1.0,10,6.9,1011.4
2022-11-14,27.4,22.0,33.0,0.2,328,7.7,1011.0
2022-11-15,27.9,23.0,34.0,2.2,40,8.7,1011.5
2022-11-16,27.9,24.0,34.0,0.0,66,7.0,1012.3
2022-11-17,27.6,22.0,35.0,0.0,8,9.4,1011.4
2022-11-18,28.4,24.0,34.0,7.0,10,12.5,1010.3
2022-11-19,27.0,23.0,33.0,0.0,26,7.4,1010.3
2022-11-20,26.9,23.0,34.0,2.1,5,8.2,1010.2
2022-11-21,26.8,22.0,32.0,2.8,61,6.2,1010.6
2022-11-22,27.5,23.0,33.0,0.0,31,7.6,1011.7
2022-11-23,27.0,22.0,32.0,1.2,2,7.9,1011.1
2022-11-24,27.5,22.0,33.0,0.0,13,9.1,1010.6
2022-11-25,26.7,23.0,31.0,1.6,100,6.0,1011.0
2022-11-26,26.3,22.0,31.0,12.7,90,6.8,1012.0
2022-11-27,26.1,23.0,30.0,16.5,91,6.7,1012.2
2022-11-28,25.9,22.0,31.0,15.7,34,6.7,1011.5
2022-11-29,25.7,22.0,31.0,0.0,85,6.4,1010.8
2022-11-30,25.6,21.0,31.0,0.7,79,5.8,1010.8
2022-12-01,26.8,23.0,32.0,0.0,43,7.7,1011.4
2022-12-02,27.2,23.0,33.0,0.0,31,10.4,1011.3
2022-12-03,26.6,21.0,33.0,0.2,36,6.0,1012.4
2022-12-04,26.5,22.0,33.0,0.0,358,8.1,1011.7
2022-12-05,25.8,21.0,32.0,0.0,41,9.1,1010.7
2022-12-06,25.5,20.0,32.0,0.0,38,7.9,1012.2
2022-12-07,26.2,21.0,33.0,0.0,12,8.2,1013.7
2022-12-08,26.5,21.0,33.0,0.0,13,9.8,1012.3
2022-12-09,26.3,22.0,32.0,0.0,18,9.1,1011.3
2022-12-10,26.5,22.0,32.0,0.0,8,8.7,1012.5
2022-12-11,25.6,21.0,32.0,0.0,21,7.0,1012.5
2022-12-12,25.4,21.0,31.0,0.2,18,7.1,1011.6
2022-12-13,25.3,22.0,30.0,1.2,65,5.5,1010.8
2022-12-14,25.3,22.0,30.0,0.4,82,6.9,1011.2
2022-12-15,24.9,19.0,31.0,0.0,37,7.3,1011.2
2022-12-16,25.9,20.0,33.0,0.0,8,7.0,1009.9
2022-12-17,26.1,21.0,32.0,0.0,14,6.8,1009.8
2022-12-18,26.3,23.0,32.0,0.2,51,6.3,1011.0
2022-12-19,26.0,21.0,32.0,0.0,64,8.1,1012.0
2022-12-20,26.2,21.0,33.0,0.0,9,7.8,1012.7
2022-12-21,25.8,21.0,32.0,0.0,53,6.9,1011.9
2022-12-22,25.5,20.0,31.0,0.0,67,5.9,1012.0
2022-12-23,25.6,20.0,31.0,0.0,1,7.3,1012.1
2022-12-24,27.6,23.0,34.0,0.0,35,10.2,1012.0
2022-12-25,27.5,23.0,33.0,0.0,32,12.2,1011.9
2022-12-26,27.3,21.0,33.0,0.0,25,15.0,1012.3
