month,tavg,tmin,tmax,wdir,wspd,pres,prcp
0.0,0.2592592592592595,0.41666666666666674,0.5,0.20612813370473537,0.18518518518518526,0.5922330097087354,0.0
0.0,0.35802469135802495,0.5,0.5,0.2646239554317549,0.1358024691358025,0.6699029126213674,0.0
0.0,0.40740740740740744,0.5833333333333333,0.5,0.22562674094707522,0.1358024691358025,0.7184466019417499,0.0
0.0,0.5061728395061729,0.5833333333333333,0.6428571428571428,0.15041782729805014,0.30452674897119336,0.6601941747572795,0.0
0.0,0.382716049382716,0.41666666666666674,0.5,0.15877437325905291,0.2962962962962963,0.5048543689320439,0.0
0.0,0.23456790123456805,0.41666666666666674,0.4285714285714284,0.1894150417827298,0.17283950617283952,0.5631067961165002,0.0
0.0,0.28395061728395055,0.5,0.5,0.10306406685236769,0.14814814814814817,0.7184466019417499,0.0
0.0,0.2962962962962967,0.33333333333333326,0.5714285714285716,0.1977715877437326,0.15637860082304525,0.8834951456310591,0.0
0.0,0.37037037037037024,0.33333333333333326,0.6428571428571428,0.17548746518105848,0.16872427983539098,0.893203883495147,0.0
0.0,0.40740740740740744,0.33333333333333326,0.6428571428571428,0.08635097493036212,0.19753086419753088,0.8252427184465887,0.0
0.0,0.4567901234567904,0.5,0.6428571428571428,0.10306406685236769,0.32921810699588483,0.8640776699029118,0.0
0.0,0.5308641975308643,0.6666666666666667,0.7142857142857144,0.04178272980501393,0.39917695473251036,0.8252427184465887,0.0
0.0,0.39506172839506215,0.5,0.6428571428571428,0.036211699164345405,0.26337448559670784,0.8058252427184414,0.0
0.0,0.27160493827160526,0.41666666666666674,0.5,0.16991643454038996,0.2139917695473251,0.7766990291262061,0.0
0.0,0.20987654320987703,0.5,0.3571428571428572,0.958217270194986,0.17695473251028807,0.7864077669902798,0.0
0.0,0.18518518518518512,0.25,0.5,0.12813370473537605,0.16049382716049385,0.7572815533980588,0.0
0.0,0.35802469135802495,0.41666666666666674,0.6428571428571428,0.005571030640668524,0.3539094650205762,0.7378640776698973,0.0
0.0,0.28395061728395055,0.41666666666666674,0.5714285714285716,0.027855153203342618,0.3374485596707819,0.7184466019417499,0.0
0.0,0.2962962962962967,0.5,0.5714285714285716,0.05013927576601671,0.33333333333333337,0.6116504854368969,0.0
0.0,0.27160493827160526,0.41666666666666674,0.5714285714285716,0.013927576601671309,0.23045267489711938,0.5533980582524265,0.0
0.0,0.32098765432098775,0.41666666666666674,0.5714285714285716,1.0,0.21810699588477364,0.601941747572809,0.0
0.0,0.37037037037037024,0.41666666666666674,0.6428571428571428,0.06685236768802229,0.19753086419753088,0.6310679611650443,0.0
0.0,0.382716049382716,0.41666666666666674,0.7142857142857144,0.14763231197771587,0.242798353909465,0.5242718446601913,0.0
0.0,0.2962962962962967,0.41666666666666674,0.6428571428571428,0.022284122562674095,0.20164609053497942,0.5145631067961176,0.0
0.0,0.22222222222222232,0.41666666666666674,0.4285714285714284,0.2785515320334262,0.16872427983539098,0.6116504854368969,0.0
0.0,0.27160493827160526,0.5,0.5,0.005571030640668524,0.16872427983539098,0.6796116504854268,0.0
0.0,0.2962962962962967,0.25,0.6428571428571428,0.16991643454038996,0.1810699588477366,0.7378640776698973,0.0
0.0,0.2962962962962967,0.41666666666666674,0.5,0.2200557103064067,0.18518518518518526,0.7572815533980588,0.0
0.0,0.48148148148148184,0.5,0.6428571428571428,0.09192200557103064,0.27572016460905346,0.7766990291262061,0.0
0.0,0.4567901234567904,0.6666666666666667,0.6428571428571428,0.036211699164345405,0.5555555555555556,0.8349514563106766,0.0
0.0,0.2592592592592595,0.5,0.5,0.052924791086350974,0.2962962962962963,0.7378640776698973,0.0
0.09090909090909091,0.1604938271604941,0.33333333333333326,0.4285714285714284,0.4178272980501393,0.14814814814814817,0.5922330097087354,0.0
0.09090909090909091,0.17283950617283983,0.41666666666666674,0.4285714285714284,0.2701949860724234,0.1646090534979424,0.5533980582524265,0.0
0.09090909090909091,0.20987654320987703,0.33333333333333326,0.4285714285714284,0.17548746518105848,0.16049382716049385,0.6893203883495147,0.0
0.09090909090909091,0.24691358024691334,0.16666666666666674,0.5714285714285716,0.3565459610027855,0.20987654320987656,0.7961165048543677,0.0
0.09090909090909091,0.37037037037037024,0.41666666666666674,0.5714285714285716,0.14206128133704735,0.21810699588477364,0.7378640776698973,0.0
0.09090909090909091,0.48148148148148184,0.5833333333333333,0.6428571428571428,0.0947075208913649,0.34979423868312765,0.6796116504854268,0.0
0.09090909090909091,0.48148148148148184,0.6666666666666667,0.5714285714285716,0.04735376044568245,0.2674897119341564,0.7087378640776762,0.0
0.09090909090909091,0.32098765432098775,0.33333333333333326,0.6428571428571428,0.04456824512534819,0.2510288065843622,0.7087378640776762,0.0
0.09090909090909091,0.46913580246913567,0.5833333333333333,0.6428571428571428,0.06406685236768803,0.3827160493827161,0.5825242718446617,0.0
0.09090909090909091,0.43209876543209846,0.5833333333333333,0.5714285714285716,0.9721448467966574,0.31275720164609055,0.5533980582524265,0.0
0.09090909090909091,0.37037037037037024,0.5,0.5714285714285716,0.17548746518105848,0.23045267489711938,0.4854368932038824,0.0
0.09090909090909091,0.43209876543209846,0.41666666666666674,0.6428571428571428,0.3008356545961003,0.16872427983539098,0.533980582524265,0.0
0.09090909090909091,0.4567901234567904,0.5833333333333333,0.5714285714285716,0.21727019498607242,0.22222222222222224,0.5825242718446617,0.0
0.09090909090909091,0.6419753086419755,0.8333333333333333,0.5714285714285716,0.055710306406685235,0.7119341563786009,0.7475728155339851,0.0
0.09090909090909091,0.5555555555555554,0.6666666666666667,0.7142857142857144,0.06406685236768803,0.6337448559670782,0.7378640776698973,0.0
0.09090909090909091,0.5185185185185186,0.5833333333333333,0.7142857142857144,0.09749303621169916,0.44855967078189307,0.7281553398058236,0.0
0.09090909090909091,0.3333333333333335,0.25,0.6428571428571428,0.1894150417827298,0.21810699588477364,0.6601941747572795,0.0
0.09090909090909091,0.3456790123456792,0.41666666666666674,0.5714285714285716,0.17827298050139276,0.16872427983539098,0.6504854368932058,0.0
0.09090909090909091,0.5679012345679011,0.41666666666666674,0.9285714285714284,0.0947075208913649,0.34156378600823045,0.6407766990291179,0.0
0.09090909090909091,0.5679012345679011,0.5833333333333333,0.7142857142857144,0.1671309192200557,0.3251028806584362,0.6893203883495147,0.0
0.09090909090909091,0.5555555555555554,0.5833333333333333,0.7142857142857144,0.08356545961002786,0.37037037037037046,0.6310679611650443,0.0
0.09090909090909091,0.46913580246913567,0.41666666666666674,0.7142857142857144,0.10306406685236769,0.2962962962962963,0.6504854368932058,0.0
0.09090909090909091,0.35802469135802495,0.33333333333333326,0.5714285714285716,0.2590529247910863,0.17695473251028807,0.6601941747572795,0.0
0.09090909090909091,0.32098765432098775,0.33333333333333326,0.5714285714285716,0.2590529247910863,0.21810699588477364,0.6601941747572795,0.0
0.09090909090909091,0.44444444444444464,0.5833333333333333,0.5714285714285716,0.28969359331476324,0.2798353909465021,0.7281553398058236,0.0
0.09090909090909091,0.44444444444444464,0.5833333333333333,0.5714285714285716,0.1615598885793872,0.1893004115226338,0.7961165048543677,0.0
0.09090909090909091,0.5308641975308643,0.5833333333333333,0.6428571428571428,0.9832869080779945,0.31275720164609055,0.7669902912621325,0.0
0.09090909090909091,0.5308641975308643,0.5,0.7142857142857144,0.10306406685236769,0.34979423868312765,0.7281553398058236,0.0
0.1818181818181818,0.6419753086419755,0.8333333333333333,0.7142857142857144,0.036211699164345405,0.4609053497942387,0.6796116504854268,0.0
0.1818181818181818,0.5802469135802473,0.7499999999999998,0.7857142857142856,1.0,0.42798353909465026,0.7281553398058236,0.0
0.1818181818181818,0.5679012345679011,0.6666666666666667,0.7142857142857144,0.9387186629526463,0.43621399176954734,0.6796116504854268,0.0
0.1818181818181818,0.617283950617284,0.5833333333333333,0.7857142857142856,0.005571030640668524,0.32921810699588483,0.7184466019417499,0.0
0.1818181818181818,0.5432098765432101,0.5,0.6428571428571428,0.07520891364902507,0.30452674897119336,0.6699029126213674,0.0
0.1818181818181818,0.32098765432098775,0.33333333333333326,0.5,0.22562674094707522,0.21810699588477364,0.7184466019417499,0.0
0.1818181818181818,0.46913580246913567,0.5,0.5714285714285716,0.42896935933147634,0.2674897119341564,0.6213592233009706,0.0
0.1818181818181818,0.48148148148148184,0.6666666666666667,0.5,0.4735376044568245,0.28395061728395066,0.533980582524265,0.0
0.1818181818181818,0.40740740740740744,0.6666666666666667,0.5,0.8551532033426184,0.2592592592592593,0.5533980582524265,0.0
0.1818181818181818,0.382716049382716,0.5833333333333333,0.5,0.754874651810585,0.17695473251028807,0.6116504854368969,0.0
0.1818181818181818,0.35802469135802495,0.5833333333333333,0.4285714285714284,0.7075208913649025,0.20987654320987656,0.21359223300970598,0.0
0.1818181818181818,0.43209876543209846,0.5833333333333333,0.5,0.8022284122562674,0.21810699588477364,0.6310679611650443,0.0
0.1818181818181818,0.5308641975308643,0.33333333333333326,0.7857142857142856,0.11142061281337047,0.2880658436213992,0.6893203883495147,0.0
0.1818181818181818,0.7037037037037037,0.8333333333333333,0.6428571428571428,0.9637883008356546,0.3168724279835391,0.7184466019417499,0.0
0.1818181818181818,0.5432098765432101,0.6666666666666667,0.5714285714285716,0.1671309192200557,0.2880658436213992,0.7087378640776762,0.0
